,DAX,SP500,OIL,GOLD,USD_EUR,VOL_DAX,VOL_SP500,REALIZED_VOL_DAX,TASSO_3M_DE,YIELD_10Y_DE,CPI_DE,CORE_CPI_DE,INDPROD_DE,UNEMP_DE,TERM_SPREAD_DE
2024-05-30,18496.7890625,5235.47998046875,81.86000061035156,2342.89990234375,0.9257699847221375,52348300.0,3818750000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-31,18497.939453125,5277.509765625,81.62000274658203,2322.89990234375,0.9229000210762024,144013800.0,5437160000.0,0.0954206662908073,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-06-03,18608.16015625,5283.39990234375,78.36000061035156,2346.60009765625,0.9214000105857849,54181600.0,4046920000.0,0.09546967009671577,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-04,18405.640625,5291.33984375,77.5199966430664,2325.5,0.9168099761009216,81414800.0,3707900000.0,0.10003999808010361,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-05,18575.939453125,5354.02978515625,78.41000366210938,2354.10009765625,0.9189599752426147,63882100.0,3591460000.0,0.09311448365195604,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-06,18652.669921875,5352.9599609375,79.87000274658203,2370.300048828125,0.9195799827575684,60878800.0,3609990000.0,0.0933156299876363,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-07,18557.26953125,5346.990234375,79.62000274658203,2305.199951171875,0.917900025844574,61383200.0,3692760000.0,0.08804238835152206,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-10,18494.890625,5360.7900390625,81.62999725341797,2307.699951171875,0.9277399778366089,53451600.0,3622280000.0,0.0867392743318099,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-11,18369.939453125,5375.31982421875,81.91999816894531,2307.5,0.9290000200271606,63755500.0,3568030000.0,0.08921687599670626,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
2024-06-12,18630.859375,5421.02978515625,82.5999984741211,2336.0,0.9310700297355652,61490000.0,3962840000.0,0.10344616075017776,3.7245,2.4845,125.8112,121.3768,91.43041,3.4,-1.2399999999999998
