data,giorno,allocazione_K,posizione_prec,turnover,operazione,posizione,rendimento_giorno,rendimento_buyhold,equity_agente,equity_buyhold,drawdown_agente
2021-04-01,162,0.25,0.0,0.25,COMPRA,LONG,-0.0002500150797671852,0.0,111831.28356933594,116412.0078086853,-0.0012497834783926074
2021-04-02,163,0.5,0.25,0.25,COMPRA,LONG,-0.0002499710054952864,0.0,111803.32899093628,116412.0078086853,-0.0014994420742551738
2021-04-05,164,0.75,0.5,0.25,COMPRA,LONG,0.004988088489043863,0.006984083617305181,112361.01388931274,117225.03900527954,0.0
2021-04-06,165,0.5,0.75,-0.25,VENDE,LONG,-0.0014437392081607658,-0.0023874391636223846,112198.79388809204,116945.17135620117,-0.0014437392081608185
2021-04-07,166,1.0,0.5,0.5,COMPRA,LONG,0.0012342862777052765,0.0017342380361733412,112337.27931976318,117147.98212051392,-0.00021123491794886756
2021-04-08,167,1.0,1.0,0.0,MANTIENE,LONG,0.002070666906916152,0.0020707056059858786,112569.89240646362,117390.5611038208,0.0
2021-04-09,168,1.0,1.0,0.0,MANTIENE,LONG,-0.0012577508086107914,-0.0012576880434029825,112428.30753326416,117242.92039871216,-0.0012577508086108224
2021-04-12,169,1.0,1.0,0.0,MANTIENE,LONG,0.0012724826294086,0.0012723881701046658,112571.37060165405,117392.098903656,0.0
2021-04-13,170,1.0,1.0,0.0,MANTIENE,LONG,-0.0016548466611480128,-0.0016548256660048333,112385.08224487305,117197.83544540405,-0.0016548466611480401
2021-04-14,171,1.0,1.0,0.0,MANTIENE,LONG,0.003036209642723442,0.003036332956881438,112726.3069152832,117553.68709564209,0.0
2021-04-15,172,1.0,1.0,0.0,MANTIENE,LONG,0.013399931134895127,0.013399900498097583,114236.83166503906,119128.8948059082,0.0
2021-04-16,173,1.0,1.0,0.0,MANTIENE,LONG,-0.005909601288965338,-0.005909585424410224,113561.73753738403,118424.89242553711,-0.005909601288965322
2021-04-19,174,1.0,1.0,0.0,MANTIENE,LONG,-0.015543578590062057,-0.015543576734915798,111796.5817451477,116584.14602279663,-0.021361323526956407
2021-04-20,175,1.0,1.0,0.0,MANTIENE,LONG,0.0043927513844108645,0.004392733706777063,112287.6763343811,117096.26913070679,-0.01706240712604144
2021-04-21,176,1.0,1.0,0.0,MANTIENE,LONG,0.008196193101175586,0.008196281549346596,113208.0078125,118056.02312088013,-0.009006060808441721
2021-04-22,177,1.0,1.0,0.0,MANTIENE,LONG,-0.0026695937567392525,-0.002669626770263611,112905.78842163086,117740.85760116577,-0.011651612041473962
2021-04-23,178,1.0,1.0,0.0,MANTIENE,LONG,0.0010942619454465952,0.0010942794436143988,113029.33692932129,117869.69900131226,-0.01057010001168751
2021-04-26,179,1.0,1.0,0.0,MANTIENE,LONG,-0.0030772271480262736,-0.0030772803221642553,112681.51998519897,117506.9808959961,-0.01361480056100045
2021-04-27,180,1.0,1.0,0.0,MANTIENE,LONG,0.002813885261654381,0.0028139836870511026,112998.59285354614,117837.64362335205,-0.010839225785985007
2021-04-28,181,1.0,1.0,0.0,MANTIENE,LONG,-0.009022884143268572,-0.009022919516541217,111979.01964187622,116774.40404891968,-0.0197643088507839
